,rating,single_review
5148,5.0, Sound quality is very good
5149,5.0," Battery life is excellent and lasts almost all day listening, shorter life if using for talking"
5150,5.0, But a quick 10-15 minute charge brings them back for use again
5151,5.0, The only down side is they don’t block outside noise at all and are not great for air travel because of outside noise
5152,5.0, I also have AirPod pros which are perfect for blocking out the background noise
5153,5.0,"After settling for cheaper bluetooth headphones, I finally took the plunge and purchased these"
5154,5.0, They far exceeded my expectations and I'll never go back
5155,5.0, The only reason I marked 3 stars for noise cancellation is they really aren't built to do it--and they aren't supposed to
5156,5.0,"Side note: I accidentally washed them in the case in the washing machine, they were fine"
5157,1.0,"AirPods are over hyped, one of my worst buy that I ever made and here is my reason why"
5158,1.0,1st- didn't not charge correctly-one side will charge to 100% and the other side would be at 2%
5159,1.0, I tried everything in the book/youtube to make this work and nothing
5160,1.0, It charge at 100% when it wanted to
5161,1.0, This would hurt my workout times and had me super upset
5162,1.0,"2nd- sounds quality was horrible, wasn't loud at all and I could hear what was going on in the background"
5163,1.0, It just sucked
5164,1.0,"3rd- would fallout of my ears easily, any small bump and they're it went"
5165,1.0,4th-waste of money
5166,1.0,The only good thing that came out of this is that I'm now a proud owner of Beats Pro's
5167,1.0, They worth every cent and I haven't had to go through any of the issues that I had with the AirPods
5168,4.0,I bought this for my Wife she have a iPhone for that's reason sound good they are comfortable in the ears
5169,4.0,Things i don't like that much is not wireless charging case and not power break includes on the package and the case not have a light indicator outside just inside and you need to be open other time to checking out if their are charging or checking on your phone other brand have those things included and that is a letdown
5170,4.0,If after you is you want to buy it
5171,1.0,These AirPods r crap I bought them for my daughter birthday I gave them to her 2days early on her birthday the right one didn’t work wouldn’t charge up r anything I want my money back r I’ll get a lawyer for a $150
5172,1.0,"They were wonderful earbuds when I first got them, but after a while the sound quality was worse and one side stopped working"
5173,1.0, They didn’t work for phone calls and I would find that one earbud would be playing my music along with the phone playing music aloud
5174,1.0, I finally retired them (after only having them for 6ish months) when they were blasting music in a library
5175,1.0," It would be a better investment to buy a brand like Tozo, but I will never be buying AirPods again"
5176,1.0, This was my second pair in the last year (I treat my technology very well) and they are not worth it
5177,5.0,The airpods were on my daughter's Christmas wish list
5178,5.0, Her old ones were beginning to show some wear and tear in terms of sound quality after 4 years
5179,5.0," She didn't want the super new ones, which worked for my wallet"
5180,5.0, She was excited to get them and told me she is very happy she got them
5181,5.0, She says the sound is so good
5182,5.0," I say, if the older ones are still good and giving good sound, I would not just go with the new model just because it's new"
5183,5.0,My husband is ill and spends a lot of time in doctors offices and hospital waiting rooms
5184,5.0,hours and hours
5185,5.0," In the old days I would go with him and we would chat, but now in Covid land I am not allowed in the hospital or doctors offices"
5186,5.0,And I am sure you have all had the experience of the crazy lady who can spend hours chatting on her cell at the top of her voice
5187,5.0, It is torture
5188,5.0, So I purchased these for my husband to drowned out her voice and stay calm listening to music
5189,5.0," The perfect solution for drowning out people who don't realize that waiting rooms are for waiting, not sharing your entire life with everyone around you"
5190,5.0, Highly recommend
5191,4.0,Got these as a present
5192,4.0,Pros:
5193,4.0,Best connection out of any Bluetooth headphones
5194,4.0, Hands down
5195,4.0,Decent mic for calls
5196,4.0,Comfortable for most people
5197,4.0,Reliable
5198,4.0,Cons:
5199,4.0,Sound quality is fair
5200,4.0," Not terrible, but not great either"
5201,4.0,Should include wing tips
5202,4.0,Should come with charging block
5203,4.0,"Overall, these are convenience Bluetooth headphones"
5204,4.0," If you want simple reliability, these can't be beat, but be aware, there are plenty at this price point with better audio quality, but generally lack a strong Bluetooth connection, compared to airpods"
5205,5.0,"With all honesty, and fairness"
5206,5.0, Kid u not before I purchased these Apple earbuds
5207,5.0," I purchased more than 8, different types of earbuds, spend a lots coin’s"
5208,5.0, All had different effective problems
5209,5.0, But when I decided to go with Apple air-buds
5210,5.0, I wish I could get all my money back from all the others
5211,5.0," There is a saying, once you go black you can’t go back"
5212,5.0," Mine is once you go Apple Air Buds, you can’t go back to anything else"
5213,5.0, And that is the fact
5214,1.0,"I wish I would’ve returned these while I still had the open window, now too late"
5215,1.0, The batteries are constantly running low
5216,1.0, When I charge the actual case it seems the battery gets drained & then when I think it’s fully charged the ear buds are fully dead
5217,1.0, Constantly disconnects from allowing me to see the battery percentage & when I do get to use it usually only connects to the right bud and not the left
5218,1.0," Super annoying, I hate these and now I’m stuck with them"
5219,1.0," I used to have a great set from apple but my dog chewed them so I thought purchasing these from Amazon would be a great replacement, wrong"
5220,1.0, The sound is great and same to my old ones just the battery & constant disconnect is the issue
5221,5.0,With COVID forcing my employer to send us all home to work remotely
5222,5.0, I was using my gym headphones for conference calls
5223,5.0," I finally decided to give in and purchase some Airpods after I came to terms with the ""new normal"""
5224,5.0," (I can't fully express my distaste for that phrase ""new normal"")"
5225,5.0," Anyway, I digress, I was skeptical if they would stay in my ears comfortably as I have ALWAYS had issues with headphones staying in while working out"
5226,5.0, They work perfectly for both conference calls and gym time
5227,5.0," My calls are clear for both myself and those listening, and when I work out (and run) they stay in without me having to mess with them"
5228,5.0," Also, with my pumpkin spice lattes, Ugg boots, and now Airpods I can truly take my ""basic"" look to a whole new level"
5229,5.0,I bought these instead of the $250
5230,5.0,00 new model because I don't like things sticking in my ear canal
5231,5.0, I have owned 2 or 3 pairs of various brands that stick in your ear canal
5232,5.0, They were all uncomfortable
5233,5.0," These hang in your ear, you almost can't feel them"
5234,5.0, The sound is just awesome
5235,5.0, I am a retired Electrical Engineer
5236,5.0, I worked with a lot of sound equipment over the years
5237,5.0," This style of earbud, and the wired version of the same shape, is something Apple did right"
5238,5.0, I would have bought the $250
5239,5.0,00 model if it hung instead of having to be jammed in your ear canal
5240,5.0,I ordered these on Prime day because I just couldn’t resist
5241,5.0, My package arrived a day before the estimated date so I couldn’t be more excited
5242,5.0, Great so far except I can’t seem to get the double tap function down
5243,5.0, I’m not sure if it’s not working properly or if it may just be user error
5244,5.0," Also, it states in the product description that this IS the WIRED version"
5245,5.0, It seems that there may be confusion about this feature
5246,5.0, This has been my first day using them and I will make sure to update this review if anything changes
5247,5.0, These AirPods appear to be authentic after verifying the serial # on the official checkcoverage
5248,5.0,apple
5249,5.0,com site
5250,5.0, It states they are indeed the 2nd generation
5251,5.0,", I’m not sure if people are getting used/ refurbished AirPods after sending them back as a return, but mine seemed to be in the original packaging and untouched"
5252,4.0,ordered these the 1st day they were available and received them today
5253,4.0, They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music
5254,4.0, I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before
5255,4.0, I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses
5256,4.0, I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate
5257,4.0, After 37 minutes on the call timer and being on hold over 5x I hung up
5258,4.0, I’m going to the Apple store tomorrow
5259,4.0, So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music - which is my service of choice
5260,4.0, I’ve been checking everyday for an update to fix this glitch
5261,4.0, Apple said they will take them back if one doesn’t come out in the next week or so
5262,4.0, I hate being a casualty in someone’s else’s war
5263,4.0,😕
5264,4.0,Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off
5265,4.0, Then when you pull up Amazon Music deny permission for microphone access for Alexa
5266,4.0, It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car
5267,4.0, So I’m updating my rating from 2 stars to 3 stars
5268,4.0, If they release an update so I can use Alexa again I’ll raise it up higher
5269,5.0,We now own 3 pair of apple air pods
5270,5.0, I have purchased other brands of earbuds and the sound and battery life don’t hold up to the apple brand
5271,5.0, Don’t waste your money on a less expensive brand
5272,5.0, You will get what you paid for
5273,5.0, I also love the fact that I can talk to Siri through these without having to dig out my phone and the caller on the end can hear me just fine
5274,5.0," My husband owns a different brand of earbuds and when Im on on the phone while he’s wearing them, it sounds like he’s under water and I can’t understand what he’s saying"
5275,5.0, These are definitely worth the money
5276,2.0,I did not care for the way these fit in my small ears
5277,2.0, But I was committed to making them work because they weren’t cheap
5278,2.0, My first outside walk I adjusted my hat and the right one fell out into the snow
5279,2.0, There’s only one thing harder than finding a needle in a haystack
5280,2.0, Finding a white AirPod in a snow bank
5281,2.0, I hadn’t registered them in the cloud so I couldn’t ask for where they were and I don’t think I could have found them anyway
5282,2.0, So $129 down the shoot
5283,2.0, I purchased another brand that loop around my ears and I like them a lot better so I guess it’s OK
5284,5.0,I know what you're thinking
5285,5.0, Use that little Apple app thing and you can find these in a flash
5286,5.0, Here's where things get weird
5287,5.0, I don't have an iPhone
5288,5.0, I have an Android phone
5289,5.0, What does that mean
5290,5.0," It means that every time I pop one of these babies out and put them down, IT'S EASTER IN MY HOUSE"
5291,5.0,Is the air pod under the couch
5292,5.0, Nope
5293,5.0,Is it on the window sill
5294,5.0, Nope
5295,5.0,Did I leave it on the counter at the store
5296,5.0, Nahhhhh
5297,5.0,In the bathroom
5298,5.0, Not there either
5299,5.0,I guess I'll just go and get the other one out of the case for now
5300,5.0, SON OF A
5301,2.0,I bought my airpods on Feb
5302,2.0," Didn't use them until March because it was a present for my hubby, well now I was listening to them and the right air pod went dead"
5303,2.0," I figured, maybe I just need to charge them"
5304,2.0," So when I got home I charged them, and the next day I went to use them again and the right air bud was still dead"
5305,2.0,"I put them to charge and when I went to retrive them from the case I notice the one with the issue was stuck and felt very hot, it overheated (melted) and now it's completed dead"
5306,2.0, Very dissapointed
5307,2.0,I chatted with an Amazon customer service and explained the problem and he was a ble to assist me and said he would send a repacement and exchange the bad ones for some working airpods;He made my day
5308,2.0, Thank you Amazon
5309,5.0,I got this set of Apple AirPods to replace my version 1 that started to give out after one year of usage
5310,5.0,Either the iOS updates or just the 1st generation going out
5311,5.0, Oh well
5312,5.0,"Anyways, I got the 2nd version for $129 at Amazon"
5313,5.0,"It was brand new, sealed and works great"
5314,5.0,"However, you all should know"
5315,5.0, The 2nd version uses battery out of the charging case much more / faster
5316,5.0, I have noticed that I do not get the amount of charges out of the charging case as with my 1st generation
5317,5.0,"I guess, welcome to updates"
5318,5.0," The sound is good, could be better, thought"
5319,5.0,"I love the touch actions on the AirPods of the 1st & 2nd generation versus ""squeezing"" the AirPods of the Pro version"
5320,5.0,i got these and i dont hate them
5321,5.0," of course they look cool and give you bonus popularity points, however there are a few things that i personally dont like"
5322,5.0," as the battery life goes does, so does the sound quality"
5323,5.0, i know it might just be a way to tell u to charge them but its honestly annoying
5324,5.0, second thing: the charging
5325,5.0, ik its easier than having to detangle earbud strings but having to charge them is annoying
5326,5.0, other than that these things work well and this is a safe place for buying them
5327,5.0,I resisted buying these for quite awhile because I didn’t want to spend the money
5328,5.0, So I bought cheaper wireless earbuds that didn’t have the sound quality I wanted
5329,5.0, I decided to ask my husband for them for Christmas
5330,5.0, These have the most amazing sound I can’t believe it
5331,5.0, I talk on the phone with people and it sounds like the person I’m talking to is standing right in front of me
5332,5.0, Not to mention how easy they were to pair and work which is typical of Apple
5333,5.0, I ended up buying a pair for my husband
5334,5.0, These are the best
5335,5.0, Don’t hesitate to buy them
5336,3.0,"I was replacing lost AirPods, as they work so well, and are superior to several other brands I’ve tried"
5337,3.0, But I am truly disappointed that the Airpod’s case refuses to hold a charge
5338,3.0," Left plugged in, it only achieves a 5% charge"
5339,3.0," Though the AirPods hold the charge hey are supposed to, the case is no back up at all"
5340,3.0, Will not buy from this seller again
5341,4.0,I received a brand new set of AirPods from this seller
5342,4.0," The Model Number of the pair is A2031, which is the 2nd generation model"
5343,4.0, The Hardware Version is 1
5344,4.0,0
5345,4.0,0
5346,4.0," (To get this information, open your AirPod case near your iPhone, then on your iPhone, go to Settings > General > About and scroll down to where your AirPod is listed and click on it to get the hardware/firmware information"
5347,4.0,)
5348,4.0,I'm disappointed that the battery doesn't last any longer than the first generation set I owned
5349,4.0, They go dead before the end of two back-to-back conference calls
5350,4.0," I haven't tried listening to music with them, so I have no idea how long they'd last doing that"
5351,4.0,None of that is this seller's fault
5352,4.0, These AirPods are being accurately portrayed here on Amazon as far as I can tell
5353,3.0,Sound quality is about the same as the wired ear pods
5354,3.0, They fit my ears perfectly
5355,3.0, I could wear them all day with no problem
5356,3.0, I've actually forgotten that I was wearing them a few times
5357,3.0, I like the convenience of not having to re-pair them across IOS devices
5358,3.0, What I dont like is the latency
5359,3.0, The sound is almost a second behind youtube videos played on my macbook
5360,3.0, The battery life is terrible
5361,3.0, I get about 5 hours even if I dont have audio playing through them the entire time
5362,3.0, I bought these to complement my Anker Soundcore Liberty Pro 2's which sound way better than the airpods but hurt my ears due to the tips being jammed into my ear canal
5363,5.0,I can’t believe I’ve waited so long to buy these AirPods for myself
5364,5.0, I borrowed my sons to go to the gym and I was hooked
5365,5.0," I checked on line and Amazon had the best price, shipped in one day"
5366,5.0," Came sealed in original Apple packaging, they work beautifully, sound super crisp"
5367,5.0, Same 2nd Generation as my sons
5368,5.0," No charging light in front, no problem, light on inside case"
5369,5.0, Comes with charging cord
5370,5.0, I bought the silicon case in picture and keep them on my keychain
5371,4.0,I have ridiculously small ears
5372,4.0, I always have a problem finding earbuds/pods that fit snug and don't hurt my ears
5373,4.0, These work ok
5374,4.0," Noise cancellation and sound is actually really good, I use them mostly when walking the dog"
5375,4.0, The battery life seems decent as well
5376,4.0," They haven't fallen out of my ears, but definitely became loose when just walking - not crazy walking, just leisurely walking my small dog"
5377,4.0," I've tried adjusting them in my ear every which way, but I just can't get that really snug fit"
5378,4.0," I've gone on to purchase silicone ear hooks to help, and so far those work just so-so for me"
5379,5.0,These are awesome
5380,5.0," I bought these for work when I had to make over 1,500 calls in 2 weeks"
5381,5.0, (I am a recruiter for a university & I was calling inquiries)
5382,5.0, Ever since then I wear them for work when making calls or listening to music and podcasts
5383,5.0, They’re also super convenient when cleaning the house or having a long call with family members when you want to move around
5384,5.0,I wouldn’t recommend for working out
5385,5.0, With that said I am beats loyalist because they have better sound quality and stick in my ears better
5386,1.0,You get about 90 days before they fail
5387,1.0," Some probably have better luck, I've had one set returned and waited around two months for an exchange and almost 90 days to the exchange these failed too"
5388,1.0,"Amazon says ""contact the manufacturer"", well that's a waste"
5389,1.0," I'd advise purchasing directly from the Apple Store or Apple, no need to play in the middle with Amazon"
5390,1.0,"$119, you'd expect at least a year of operation, I've two sets in about 8 months both fail"
5391,4.0,Got these back when they were on sale
5392,4.0, Works very well with my phone
5393,4.0," The case lasts for a long time, never ran out of power to charge them up"
5394,4.0, Doesn’t block out sound too well but works alright as long as your not being yelled at or around heavy equipment
5395,4.0, Take full use of having one bud in while the other charges for long phone calls or using as a mic in gaming apps
5396,4.0, Every once in a while one of them becomes disconnected and won’t connect back but unpairing and repairing fixes the issues
5397,4.0, They tend to last two to three hours after a full charge after heavy use
5398,4.0, I do recommend to apple users after trying out four other brands of true wireless headphones
5399,4.0, Not much for bass but just enough to hear it bump
5400,5.0,"The airpods 2 inherit the first generation design, and the appearance is almost the same as the old model"
5401,5.0," Same color, same material"
5402,5.0," But this time, apple put difference in the details"
5403,5.0,1
5404,5.0, Long battery life
5405,5.0, It can last for 24 hours with fully charged
5406,5.0, And the new charging box improves the charging efficiency of the headset
5407,5.0, 15 mins box' charging can get up to 3 hours of listening and 2 hours of talking
5408,5.0, It is 1 hour longer than the first generation airpods
5409,5.0,2
5410,5.0, Faster connection speed
5411,5.0," After adding the H1 chip,there is a big increase in connection speed when pairing devices"
5412,5.0," When pairing and devices switching, airpods 2 will respond twice as fast as the old model"
5413,5.0, It is easy to feel that
5414,5.0,The airpods 2 remain the best wireless earbuds on the market
5415,3.0,I wanted these for running but they don't even stay in my ears while sitting at my desk and there seem to be no provided options for adjusting them to fit
5416,3.0, I tried the various DIY methods to make them stay but I can only conclude they are made for space travel (only after attaining cruise velocity--no acceleration at all)
5417,3.0,The sound quality is great but I gave them to my daughter who liked them for a couple hours
5418,3.0, She regularly has to re-pair them to get them both working again
5419,3.0," Between that and the low battery life, she has given up using them"
5420,5.0,These are great
5421,5.0, i got them after i was very letdown by the galaxy earbuds (the ones that look like beans)
5422,5.0," fit in your ears great, stay in, after awhile i forget i have them in at all"
5423,5.0, the case will charge the buds
5424,5.0, this is the OG model so its not wireless charging but worth saving the extra cash if you can handle just plugging them in
5425,5.0, They have some cool features and if you pop one out your music/podcast stops playing which is a cool feature
5426,5.0,the noise cancelling isnt great but i also dont think they advertise them with that feature
5427,5.0,10/10 would buy again
5428,2.0,Only works great with apple products
5429,2.0," When you try to use with google Samsung galaxy note, the sound is very low and you can’t increase it"
5430,2.0, With Windows computers the sound also average
5431,2.0, So you couldn’t use this headset for business meetings if you have windows P
5432,2.0,C
5433,2.0,I think they make it on purpose so it only works great with apple products
5434,2.0,"When I use cheap headset with Samsung and windows devices, the sound 10 times better"
5435,5.0,"I wanted the wireless earbuds to avoid tripping over my cords while listening to music at home, and was so surprised by how much more these little gadgets had to offer"
5436,5.0," The design works seamlessly with Apple devices, pausing when you take an earbud out to talk to someone, pairing effortlessly, and the sound and function is fantastic"
5437,5.0, I also use these with a windows computer for online meetings
5438,5.0," It was a little clunky to set up at first, but they work great now for online meetings in a shared office space"
5439,5.0," The first time I connected them, they were very loud even on the lowest volume, but after disconnecting them and pairing a second time, they work great for the windows computer as well"
5440,5.0, So glad that I spent a little extra on these wireless AirPods
5441,5.0,I can’t figure out how else to get a message to you
5442,5.0, I used your UPS return label and inadvertently dropped it off at the US post office on Sunday
5443,5.0," When I realized my error, I went to the post office today and they told me it would be shipped on to you via USPS and I would be charged postage at your end, which is fine"
5444,5.0, I don’t know what else to do to get this back on track
5445,5.0, I returned them because I do not have the manual dexterity to get them in and out of the case and into my ears
5446,3.0,"I was excited to finally get these airpods, but they are so uncomfortable to wear (even for an hour)"
5447,3.0," The ear pieces are too big, which causes too much pressure around the inner part of my ears"
5448,3.0, Disappointing because the sound and call quality is great
5449,3.0, I do like that the airpods easily connect to my Nexus 5X and older imac before I upgrade
5450,3.0," The key to connecting an android device for first time with the airpods is to keep them in the case, press/hold the white button on the case while turning on phone bluetooth"
5451,3.0," Took a few tries, but now instantly connects"
5452,4.0,"I loved this product, it’s too comfortable, I don’t even realize I’m wearing it"
5453,4.0," The only defect is not to connect automatically, between my Apple devices, for example, when I want to use on the computer, and it was connected to the phone, I have to force the connection, the same when I want to use it on the phone again"
5454,4.0," To really get better, it was if the product could be connected to two devices at the same time"
5455,4.0,"Me encantó este producto, es demasiado cómodo, ni siquiera sé que lo estoy usando"
5456,4.0," El único defecto es no conectarme automáticamente, entre mis dispositivos Apple, por ejemplo, cuando quiero usarlo en la computadora, y estaba conectado al teléfono, tengo que forzar la conexión, lo mismo cuando quiero usarlo en el teléfono de nuevo"
5457,4.0," Para mejorar realmente, era si el producto se pudiera conectar a dos dispositivos al mismo tiempo"
5458,5.0,I bought these for my daughter who has a difficult time finding ear buds that fit comfortably in her ears
5459,5.0, We have tried many different types and none fit well enough to be comfortable or stay in her ears
5460,5.0, A friend let her try one of their AirPods and she loved the feel and that it stayed in place
5461,5.0, Definitely more expensive than I’d like to spend for earbuds but worth it after going through so many other kinds
5462,5.0, She is very impressed with the sound quality compared to cheaper versions as well
5463,5.0,"I purchased 2 of these units one for my husband, the other for myself"
5464,5.0, Love them oh so much
5465,5.0, They sound quality crispy clear
5466,5.0, Noise cancellation is on point as well
5467,5.0," They are extremely comfortable, most times I forget I’m even wearing them"
5468,5.0, Lol
5469,5.0," My husband has fallen asleep several times with them in, talk about comfort"
5470,5.0," Great price as well, highly, highly recommend buying"
5471,5.0," It’s a great idea being wireless since you get endless possibilities, and no restrictions"
5472,5.0, Get them already
5473,5.0,I love working late at night painting and listening to my jams as high as I want 
5474,5.0,loud enough so my ears won’t cry blood but in all seriousness BEST bang for your buck these ones
5475,5.0," Now I don’t answer my door when someone is knocking, I don’t hear the cars when I drive and now I have no friends lol music is all you need"
5476,1.0,No way to control the volume on these if you use them with a Fitbit versa
5477,1.0, AMAZING that you need to be connected to an apple iphone or watch to control the volume
5478,1.0, Too many other great options out there to force me to buy an Apple watch just to use these ear buds
5479,1.0,Bought these in June for a Christmas gift for my granddaughter
5480,1.0, They were packaged as new
5481,1.0," She opened, charged and tried them"
5482,1.0, Right one doesn't work
5483,1.0, We went to Apple for help
5484,1.0, Did everything but no luck in getting the issue resolved
5485,1.0, Kicking myself for not opening to make sure they worked
5486,1.0," BUT, they were packaged as new & I didn't think I should have needed to do a check"
5487,1.0, Now it's too late for exchange and I'm out the $ AND my granddaughter is super disappointed
5488,1.0, 😭😠
5489,4.0,This was the first time I spent a lot of money on earphones which was something unnerving for me
5490,4.0,Because I’m broke hahaha
5491,4.0,But I bought these mainly to workout or when I just wanted to enjoy watching videos or whatever
5492,4.0,When I received them they were amazing and I loved these immediately
5493,4.0,The only thing that I noticed how that it’s been 4 months is that since I have very small ears they have been prone to slip out very easily
5494,4.0,I swear a lot and again I have small ears so if you’re like me then it might be a difficult choice for you as they have fallen off my ear many times already
5495,4.0,They sound amazing and last pretty long as I have been able to use these for online school and they last pretty much the whole day except the last period
5496,4.0, Which is pretty impressive for something so small
5497,5.0,"Because of my job, I've had to deal with wearing bluetooths for the majority of the last 10 years, and I've detested every moment of it"
5498,5.0," After an hour of having the old style in, I'd be forced to move the bluetooth device to my other ear as they were literally painful"
5499,5.0," I got very tired of wearing bluetooth devices, to say the least"
5500,5.0," After reading the comments regarding the Gen 2 airpods, I decided to take a gamble and buy them"
5501,5.0, Am I glad I did
5502,5.0," I've only had them for one week, but the comfort of wearing them is off the chart, the sound quality is unbelievable, and the fact that the charging case will keep them available to me is wonderful"
5503,5.0, I took them to a friend's house last night and let him try them
5504,5.0," He's always been a huge audiophile and prior to putting them in his ears voiced his skeptimism as to how good these """"Itty-bitty"" airpods could possibly be"
5505,5.0," To make a long story short, I had to almost fight him to get my airpods back"
5506,5.0, Lol
5507,5.0," He let me know that he would be purchasing a pair of his own in the near future, and made mention of how unbelievably comfortable they were as well, and he had them in for a couple of hours at least"
5508,5.0, My $144
5509,5.0,"95 gamble definitely paid off, and I am very happy I made the jump to Apple"
5510,5.0,Absolutely the best thing I’ve ever gotten for Christmas
5511,5.0, These were for my daughter but my husband got me the same pair they work so WELL
5512,5.0," I use them when cooking, when cleaning, when doing laundry, on my walks"
5513,5.0, Highly recommend -
5514,5.0,In fact my husband has Bose wireless earbuds he says these sound better and are more comfortable in the ears and his were 2x as much in cost
5515,5.0, Buy a pair u won’t be sorry
5516,5.0,I am the only one in my family that is still uses Android
5517,5.0, My work phone is Apple and I hate it
5518,5.0, However the wired headphones that come with the phone are used continuously even on my Android
5519,5.0, I got tired of getting the wires caught on everything so I finally bought these
5520,5.0, Omg what was I waiting for
5521,5.0, I am super picky about earbuds and I bought this older version because they are the same as wired
5522,5.0, I know I wouldn't like the pro version
5523,5.0," Anyway, the sound quality is amazing, even better than the wired"
5524,5.0, I forget they are in my ears
5525,5.0, Pairing them with my Android was super easy
5526,5.0, Love them and worth every penny
5527,3.0,They came sealed and pretty much charged i am assuming they are new
5528,3.0, I read all the reviews about people getting used ones so i was skeptical
5529,3.0, The sound is a bit low but it could be due to the noise limiting i have activated it sounds louder when i turn it off
5530,3.0, They don’t seem to stay connected i will reset them and see how it works
5531,3.0, They also do not seem to stay charged long
5532,3.0, I had to reach out to apple in order to purchase apple care because it told me the Amazon purchase date was invalid
5533,3.0, Being that the return date has been extended i will try them out and see how it goes
5534,3.0, They don’t seem as loud as wired EarPods
5535,3.0,"AirPods are definitely very convenient to use, especially if you like to listen to music or videos while you’re working/moving around"
5536,3.0, Sound quality is standard and pretty much the same as the wired earbuds
5537,3.0, The battery life is really good and you could listen for the entire day relatively uninterrupted if you use one AirPod and swap when the battery runs low
5538,3.0," Even when I don’t use them for several days, the battery doesn’t drain so they can last a long while if you leave them around"
5539,3.0," However, there’s a frustrating issue that I’ve encountered more times than should be acceptable for rather highly priced earbuds"
5540,3.0, This is mostly relevant if you tend to only use one earbud at a time though; it’s not a major issue if you normally use both at the same time
5541,3.0,"The first pair I ordered came brand new and sealed, but within a few hours, they had already stopped working properly"
5542,3.0, The right AirPod would not connect unless the left was also in use
5543,3.0," Troubleshooting guides suggested resetting the AirPods, reconnecting, testing on other devices, and etc"
5544,3.0,", but nothing fixed the issue, and it was consistent throughout multiple devices (iPhone, iPad, PC)"
5545,3.0, I ended up returning these and requesting a replacement
5546,3.0,"The second pair I received, which is the one I currently own, worked fine for the first couple weeks"
5547,3.0," However, the issue from the previous pair started occurring with these as well"
5548,3.0," I decided to keep these despite the problem because unlike the first set, these seemed to function properly at least sometimes, so they weren’t consistently dysfunctional"
5549,3.0," Resetting the AirPods also temporarily resolves the issue, but this isn’t the most convenient thing to do when it 1"
5550,3.0, happens rather frequently (pretty much daily) and 2
5551,3.0," I have a case, and you need to hold onto the button on the back of the charging case to reset/reconnect"
5552,3.0," Also, weirdly enough, this pair had the connection issues with both AirPods"
5553,3.0," Sometimes the right wouldn’t work without the left, and other times the left wouldn’t work without the right"
5554,3.0," It’s probably a weird coincidence, but it always seems like the one I want to use at any given moment is the earbud that doesn’t want to connect without the other"
5555,3.0,"Anyway, I kept the second pair because they were functioning well enough, and I had purchased them for $99 which I guess isn’t too awful for brand new and legitimate Apple AirPods"
5556,3.0," But if the price was higher and I knew about this connectivity issue, which seems to be rather common judging from all the troubleshooting forums I found, I probably wouldn’t make the purchase"
5557,1.0,"Unfortunately, I had to request a refund because the AirPods would not connect to any of my devices"
5558,1.0, I thought that I could save a few bucks by purchasing the AirPods that were used but in good condition as they were supposed to be verified to work but this wasn’t the case
5559,1.0, I ended up requesting a refund on the used pair and ordering AirPods that were brand new on the same night
5560,1.0, The brand new pair worked great
5561,1.0," Fortunately, even if you buy the “used in good condition” ones that are verified by the seller and they do not work the return/refund process was very easy"
5562,5.0,"First of all, they’re legit & REAL AirPods -I got sold a pair of pretty real looking knock offs from a cell phone store in PERSON, so don’t be like me and be naive, there’s a tonnnn of people out there selling knock offs that look very similar"
5563,5.0, I verified the serial numbers on these through Apples website and all came back just fine
5564,5.0,"It should be noted these are NOT the wireless charging ones, however"
5565,5.0," I made a mistake and overlooked this in the description as some others have also, but I’m not bothered by it at all really"
5566,5.0,Worth investing in the 2 year Apple Care plan for the additional $29 or $30
5567,5.0," if you’re already dropping $120 on a pair of headphones, may as well invest in the coverage"
5568,5.0," esp in my case, I can see accidentally misplacing one or something lol"
5569,5.0,"Overall, very happy with this product and received within one day"
5570,5.0, They sound great and definitely worth the money
5571,3.0,Pros:
5572,3.0,Decent sound
5573,3.0,Easy to use
5574,3.0,Sleek design
5575,3.0,Long battery life
5576,3.0,Cons:
5577,3.0,Uncomfortable
5578,3.0,Do not work with Skype for Business
5579,3.0,I bought these so I would not be tethered to my desk when I am on Skype calls
5580,3.0, I guess I should have researched better as they do not work for this purpose
5581,3.0, I also found them to uncomfortable but I do not like the normal Apple headphones either
5582,3.0, I would imagine if you liked the original Apple corded headphones you will like these as they are similar
5583,5.0,"I bought ""regular"" air pods vs the noise cancelling air pods only because noise cancelling devices don't fit my weird ears"
5584,5.0, I love my air pods because I can listen to music or call people without interference from a long cord
5585,5.0," The sound is clear and, as a woman running at various hours of the day, I can still hear other sounds that would make me aware/beware"
5586,5.0," However, if I wear dangly earrings while walking and talking to someone, the other person hears the ""click-click"" sound of my earrings"
5587,5.0, No Big Deal
5588,5.0, I've learned to take off my earrings while walking and talking
5589,3.0,"Sound quality is really great, but does that matter when I’m exercising and the left one falls out and they stop playing"
5590,3.0, Flat or incline chest press - left one out
5591,3.0," Abs - you better believe they fall out, etc etc"
5592,3.0," So, my kid is taking these and I’m going back to my 4 year old mpow wired bluetooth which won’t fall out"
5593,3.0," Bottom line, if you don’t do much physical activity and you just something while at your desk or just sitting or walking around these will be perfect"
