,name reviewer,review title,rating,review_body
387,Caroline,Genuine 2nd Generation AirPods,5.0,"My AirPods were purchased directly from Apple and were shipped by Amazon, so I was expecting and received a genuine product. I read a lot of comments regarding if these are the 2nd generation AirPods, and I was a little confused myself. The charging case for the AirPods that I received had the indicator light on the inside of the case instead of on the outside; which is how Apple designed the first generation of AirPods. After doing some research, this is also how Apple designed the second generation of AirPods, IF they do NOT have wireless charging. So the only AirPods that do have the indicator on the outside of the case are the second generation, wireless charging AirPods. After checking my products warranty on Apple's website, it confirmed that these are the 2nd generation AirPods; and also confirmed that these are real AirPods."
388,Aleck Leigan,Absolutely horrible,1.0,"Absolutely horrible experience with both the product and the shipping. For starters, I pay for prime membership, and didn’t get the package until around two weeks after I reported that my original package never arrived.
Now my AirPod case won’t charge my AirPods after less than one year of owning it! I always took care of the case, bought a protector for it, only ever used compressed air to clean it, and always clipped it into my waist. There is absolutely zero reason that it should have stopped working. Save yourself the time and don’t buy the product, it’s a dud. They’re sucking your money out of your wallet and giving horrible quality in return. Now my AirPods are useless and they’ll charge $70 just for another dud of an AirPods case."
389,Boy Mom!,LOVE these!,5.0,"I didn’t quite understand the hype about these before, but that’s because I never owned any.. But now I understand. These earphones are very convenient. You can hands-free use Siri with them, and ask Siri to do just about anything such as calling and sending texts, and even reading texts to you. You can set it up to double tap one of them and an action be performed to control your music. I will never stop using these for all calls and having one while driving to stay hands free. These will also be super convenient for work since wired headphones aren’t compatible with my type of work. 100000/10 recommend these."
390,SClin,"Great product from Apple, What Mom says!!! 😂",5.0,"So my mom used to take my old Apple headphones all the time cause the fit comfortably for here was always a pain lol so she has been looking for a good pair of ear buds for a long time. She’s not a tech person at all, so I thought these would be great for her sense she always took my old pair.

So for Mother’s Day I got her a pair, oh boy I hit it right on the money. She absolutely enjoys them 100%, she tells me every time I see her how great they are. She wears one at work, uses them doing outside chores, going for walks, listening to books and so much more. The sound quality is better that your old ones and being wireless is so much more productive in life. Haven’t heard a complaint about them so far, so I recommend them to anyone looking for a good pair of earbuds."
391,Mark P.,better late than never,5.0,"I like that it works flawlessly with my iPhone. I don't know if it works with any other OS.
I like the sound quality. If you don't like the balance, you can always EQ your music in the apple settings. Bass-boost is pretty good at low volume, but I turn it off when I listen loud.
I don't like the feel of the ear buds when laying down on them. I usually use in-ear when laying on my side so compared to that it feels uncomfortable.
I don't like that you only get 1 option at a time for tap function (pause/play, next song, last song). I found that using the next button is best for the tap function because when you pull a bud out the music pauses.
all and all its a great product and I don't see myself upgrading unless something bad happens."
392,Zach,Not sure if this was a good investment,2.0,Overall i have really enjoyed my airpods but have only had them for a couple months. Sound quality is pretty decent. Noise cancellation isn’t noticeable but then again these are not designed for noise cancellation so I Wasn’t really expecting that aspect. I gave noise cancellation 2 stars in case someone might be looking for that. Battery life is as expected and there isn’t a complaint there. Here’s my main complaint and I consider it a big one. For the first couple weeks i have really enjoyed the AirPods and used them for hands free calling. Within the last week people have started complaining they cannot hear me very well while speaking on the phone. I have tried adjusting the position of the buds in case the mic wasn’t close to my mouth and I have tried cleaning them but things haven’t improved. Here’s the kick in the teeth...yesterday was the last day for me to return them through Amazon. I’m currently waiting to speak with apple.
393,Mama Bear,Nice but too large for some ears,4.0,"My husband is enjoying the convenience of the ear buds, however, they do not fit snugly into his ears and tend to fall out. He is fine using them at his desk but could never use them for exercise - they would not stay in place. Since purchasing them for my husband, I learned that my son has the same issue with this particular set of buds. I'm not sure how you can measure your ear canal prior to purchase, but it is definitely an issue if you want to use these for running or any physical activity, really. A nice product if they fit your ear properly."
394,Dean Adolphsen,"Sure, you can't afford these... but buy them anyway.",5.0,"If you don't have AirPods yet, you may or may not know just how annoying earbud wires are. If you don't have them yet, AirPods seem like a slight improvement from those much less expensive earbuds that came with your phone. I came hear to tell you that AirPods are without a doubt the smartest purchase you'll make today. Maybe, like me, you can't really justify spending $160 on earbuds, since you already have a pair and they're - fine. Well... sometimes the key to success is learning to ignore your own ignorance. There are things you shouldn't bother spending money on (cable tv, birthday cards, men's underwear that isn't Merino wool, meat at Wal-mart, etc.) AirPods are not on that list.
So stop questioning it. Buy these magic ear spoons. You'll bounce back financially in no time and forget you ever spent the money. Sure, AirPodsare a little expensive, but consider the cost of not owning them.

And no they won't fall out of your ears - unless you're driving on a back road in Maine in late February."
395,Roadhouse,Great for what my daughter wanted.,5.0,"Bought these for my daughter for her birthday. She is in love with them. Of course who hasn’t been, but that’s standard, right? They work flawlessly, and seem to be doing everything the way they were supposed to. She has worn them everyday, and they have been holding up great. I would suggest that you keep the box that they come in as you would any Apple product, so that you have the serial number of them, just in case they are stolen. It has happened at her school, and the box is what saved the one child from having them gone forever. Luckily, I do not allow my daughter to take them to school, although I cannot watch her every move, so I trust she isn’t."
396,Brien Lee,A major improvement over most earbuds and intelligently links with my iPhone,5.0,"I bought this because of a holiday sale. More than I would usually spend on earbuds, but I had recently upgraded my iPhone and my new model only has the lightning adapter for headphone connections. While I did but adapters for it, the brand I bought didn't seem to work (there were three in the package and I haven't tested the others yet). When I saw this on sale, I went ahead and purchased it. It is a joy to use and sounds great. Once linked yo your phone, the Airpods link to the phone the minute you open the charging case and pull out the buds-- automatically. And while I prefer a rubberized tip, the molded plastic does not fall out of my ear. So I'm very happy with the purchase."
397,Doug Thonus,Had multiple pairs with inconsistent charging,4.0,"Big annoyance with these is they sometimes charge inconsistently where only one airpod will charge, i found inserting a slim piece of paper in the top of the case will tighten up the case enough that it charges consistently, but its a pain to have to do this. Overall, having to use the charging case which also prevents you from permanently using ear hooks without removing/placing them on each time is also poor. Why they can't come up with a more convenient charging case is beyond me. Also would be great if they had an on-off button, but if they're out of the case they are on. This causes some minor inconvenience as well. These little things are so trivial to fix, but Apple won't fix them, so I went with four stars."
398,Ryan G,"So smart they're stupid. DON""T BUY Airpods",2.0,"I have had nothing but issues with these.

Apple tried to make these so smart, but they never work as intended. Use them for meetings but when you touch or adjust them in your ears, they disconnect you from the call. I have double tap actions turned off.

I go on runs with them and enjoy the sound and the comfort. Other than that, the software and function of them are awful. Don't join an important meeting with these unless you plan on sitting absolutely still and not touching them.

I can't believe how bad these were engineered."
399,Lauren,Don’t buy Apple products on Amazon. You don’t know what you’re getting,1.0,"I had my first pair of Air Pods (bought directly from an Apple store) for almost 3 years. They were amazing. This pair lasted a few months and I got inconsistent pairing and sound quality. I highly recommend against buying Apple products from Amazon but if you do buy something, make you sure register it with Apple to make sure it’s legit and wasn’t registered before then returned."
400,Honest John,Broke but one day after return - no good,1.0,"Broken and cannot return. Just stopped working and now Im stuck with zip for $120. Looks like these all fail, so many refurbished and returned items, especially right side like mine."
401,LK,Amazon support is a joke.,1.0,I have owned these AirPods for less than 2 months and they are already not working. I’ve only used them a handful of times when studying for major exams and cleaning around my house. I have tried everything and even researched how to fix my issue. They are glitching and only connecting for 5-6 seconds before crackling and not working at all. I even have a screen recording off my iPhone of the AirPods glitching when connected. I contacted amazon “support” and he told me he could not help me even though I’m only 10 days past the return window and would not give me an exchange. What a waste. I would not order these through amazon! Buy directly from Apple.
402,Matt,"Like most Apple products, they work well until they don't",3.0,"Disclaimer: I didn't want to get these. I would prefer to use wired earbuds. But with the removal of the 3mm headphone jack in all iPhones, I can no longer simultaneously charge the phone and use the earbuds which is a huge problem.

So I tried these, which work pretty well most of the time. Audio quality is just ok - I am frequently having people on the line say ""what?"" because they can't hear me any time there is ambient background noise. A bigger annoyance is about 10% of the time when I answer the phone, the airpods just don't work - they don't pick up the call, but block the call from working on speaker or phone either, so both parties sit there saying ""hello?"" ""hello?"" ""hello?"" until somebody hangs up and tries again.

I'd rather just have my headphone jack back,"
403,Carson's Mom,Air Pods - great sound and mic but crummy battery life,2.0,"I was really hopeful and excited about using Air Pods for my online meetings instead of corded ear buds. I have no complaints about the sound or microphone. Both were excellent. The fit was a little so-so because they’re meant to be one-size-fits-all and there are no size options, so they ended up being a little big for my ears. The biggest fail, however, is the battery life. I could get through a single meeting that lasted no more than 45 minutes and then they would die, had to be placed back in the charging case. Even the charging case didn’t hold a charge for long. Really disappointed about that so I had to return them."
404,Michelle,"Haven’t worked from the beginning, bad quality",1.0,"It’s on me for not returning this in the allotted time. But my wife bought these and she was never able to get them connected from day 1. Upset, she threw them in a drawer hoping to have me get to it later. We found them recently and I tried everything to connect them. Say with Apple support for over an hour. While they were very helpful the conclusion was that it is a hardware issue as if someone may have connected them before our ownership and broken them before the sale to me. Anyway, again we take the hit for letting time slip by, but to buy a high priced product that never works from the beginning really sucks."
405,CripSwag,A Gym MUST,5.0,"I’ve been in the market for new Bluetooth headphones for awhile while workingout. The ones I used were large, fell off easy, and would get in the way while lifting weights.

I need something that wouldn’t destroy the bank, had a long battery life, and would stay in my ears while laying on a bench or pressing weights above my head.

They connected to my phone with no issue after opening, the charger and booklet looked good as new.

I highly suggest this to anybody looking for new headphones while at the gym, my only suggestion is to clean them after use if you sweat a lot to ensure they stay in good condition (though it isn’t necessary).

You’ll need to charge fairly often though, after a new hour session, I find that the charging box will be about 50-60% battery.

Hope this helps someone!"
406,pfred4peace,Seamless connection and great fit,5.0,"Shocked that these fit as the free plug ins that apple provides never fit me. My ears are on the small side; I usually use the smallest plugs. These are not what I’d call secure but good enough. If I am going in walks (or working out) I suggest getting those clips that fit on the ends do that you don’t lose these as it does not take much movement to fall out. For seating or lying it is not a big issue. Seamless Bluetooth connection to the phone and can work easily with multiple devices. When switching just go to settings/bluetooth and hit connect if switching devices from the one last used. Could greatly improve the battery life, that being said they recharge quickly but this doesn’t help when in the go."
407,Aaron H.,"They work well within the Apple ecosystem, but not much else.",3.0,"Apple AirPods work well within the Apple ecosystem, but if you try to take them between other devices (windows computers, Android phones, etc.) then be prepared for flaky Bluetooth connectivity. Battery life isn't impressive, but that's to be expected with the smaller size.

For my daily-driver phone/podcast/workout headset, I purchased an Aeropex Aftershokz bone conducting headset and for higher-quality audio needs or music, I use my Bose QuietComfort 35 headset"
408,5T3V3,DO NOT BUY!!!,1.0,"After about 6 months of very light use, the microphones became so unreliable that I can no longer use these for phone calls. Apparently this is a common defect from what I’ve read online. I have tried every fix suggested online to no avail. Shame on you, Apple! I could have bought better sounding and more reliable earbuds for half the price."
409,Sam,Great with Apple,3.0,"I got these AirPods for my iPhone and they work seamlessly together, their great for phone calls where u just tap them to answer and hangs up phone calls! And u can activate Siri even if your phone can’t hear u using the headphones! The sound quality is good, but they r not noise canceling at all so if your in a busy area ur ganna have to crank up that volume. One of the things I don’t like about them is it’s supposed to connect instantly when u put them in your ears the issue is over time there started to be a longer and longer lag from when I put them in my ears till they connect and I sometimes have to go into settings and manually connect them, I have a different pair of headphones not from Apple which doesn’t have this issue so I’m a bit disappointed about that. But overall their great if u have a Apple product to connect to."
410,J. ALLEN,Tried the imitations - these are worth the money!,5.0,"We initially tried a pair of AirPod-like earbuds and they were pretty good. It was just difficult paying $200+ for earbuds when there were so many good alternatives on the market. When the price dropped, we decided to give the real deal a try and boy are we happy with our decision. All of the Apple convenience (easy pairing to all devices, sound, great fit, small footprint) shine through and make these a wonderful set of earbuds."
411,Laura Ashleigh,Works when they work but so many glitches,3.0,These work well enough but the whole reason I bought them was not wanting to shove my phone in my waist and to walk ten steps away while listening and the range on them really stinks. I have plenty of blue tooth devices and I’m aware they aren’t meant to range a million miles away or anything but wandering into the next room & having them go out is really annoying! Also they won’t connect with my Apple Watch another reason for purchase to cut the phone out of the equation with audibles download to watch with wireless headphones feature. I feel like they’re really glitchy too - randomly refusing to play when tapped and skipping forward when I try to tap to play. Finally the mic is iffy - I’ve had way too many people going “what what what I can’t head you” while talking with them who hear totally fine if I switch to my cars Bluetooth or my cell speaker. When they work they work and the charging case is neat but lots of issues in my opinion too.
412,Hugh,"Convenient, Good Sound Quality",5.0,"Most convenient purchase of my life. Easy to walk around the city and have my podcast in my ears on my way to work. Some of which are poor quality so it's nice to have high quality buds so I don't miss a single second of the true crime stories. They stay in my ear so well! And sometimes I forget I am wearing them because they are so comfortable and light. And the charging case is genius, you put you buds securely away and they charge without you having to think about it. I charge the case every couple days and can listen to fully charged bugs for a solid 1/4 of a day before I need to charge again. And with my hair down, my coworkers have no idea I am tuning them out with cold cases and serial killers."
413,Special Edition,It's an Apple product what's to say?,5.0,"It's an Apple product, and like all Apple products its very beautifully and nicely packaged, and for the most part works very good. And, like all Apple products they are manufactured by China for pennies on the dollar, and then Apple marks up the price by a thousand percent, and passes that very expensive price to US customers. Nothing more needs to be said about Apple products and business practices in the US, and support for foreign labor, instead of US labor. And, don't forget the Apple Care they would love for you to get, that strangely always seems to expire just a few days before your product gives out. It's like if they install a Mission Imposible ""this item will self destruct in 5 sec"" destruct switch inside your item to go off a few days before your Apple care expires."
414,Amazon Customer,Stopped working in under 8 months; Apple provides NO warranty,1.0,"Within a few months of getting them, they started disconnecting while listening to music. It never happened when on a phone call, so I could live with that. However, at about 6 months, when on a call, people started saying the couldn't hear me. It got worse and worse,. Now 8 months in, they are basically unusable for phone calls. I contacted Apple, and they said that they are not covered under warranty even though they are less than a year old. I will never buy another apple product."
415,sunita mani,Don’t stay in place but the sound quality is good,2.0,"These aren’t the most comfortable because I feel like I really have to jam these in my ears & twist them so They stay in place. If doing any moderately rigorous jog or higher, these continually need to be readjusted. I do love that the case charges & the battery life on both the case & the buds is good! They are noise canceling enough for my needs & were so so user friendly to set up

Update—3 months in, the sound sucks...it’s very low & ive followed various bits of input to clean, turn off/on Bluetooth etc & nothing worked. After less than 3 mo, that’s not acceptable"
416,Ilovemymac,Definitely worth every penny and then some,5.0,"I love my AirPods. I thought about getting the AirPods Pro but I didn’t wanna spend that much more just to have the noise canceling feature. Now I will probably upgrade in a year or two now that they’ve even improved the AirPods Pro even more.

Coming from somebody who has an iPad and iPhone and an iMac at home having the AirPods and the ability to Switch between them so effortlessly without having to unpair and repair is so nice.
I’ve had a number of Bluetooth headsets over the years from Plantronics to generic to a number of other different companies I don’t even know if I could remember every different manufacture that I’ve had. I always hated that they were bulky they never fit in my ear just right. I just never felt like they were great and it was always complicated they seem to fuss to pair up and especially if they ever unpaired then it was starting all over again. I love that the minute that I got my AirPods I flipped open the case and right away my iPhone registers that they are there and with the top of a Button on my phone and the top of the button on the AirPods in a couple of seconds I am paired up.

I also have a very nice charger that I bought right here on Amazon for about $25 and it will charge my Apple Pencil my AirPods my Apple Watch and my iPhone all at the same time which is amazing and so nice that I can just click my AirPods case on there and they charge up in a very short time.

First off I’m not a sound engineer or an audio file so I can’t say that they have the absolute best sound quality and I’m sure that they don’t I can’t imagine that if you went out and got some of the beads or some other type of wireless headset that fits over your entire ear with a bigger driver in it that of course it’s going to have better sound quality.
But I love that they are tiny small and easy to just throw in the case. The battery life is great if my case is fully charged with the AirPods in and charged I can go to complete times to almost dead with both AirPods being used. If I only use one way talking on the phone I can go even more so in between case charging times is sometimes over a week which is absolutely amazing. The talk time on them is very long as well. I’ve never sat down and figured up exactly whether I get the exact time that Apple says.
I love that the minute that I put them in my ear I get a nice little tone to let me know that they’ve connected if I’m listening to music and I take them out it automatically pauses. I love that it will even pause my music if I get an iMessage and it will read my message it will tell me who it’s from if they’re in my contact list if not it will read me the phone number and then read me the message and then asked me if I would like to respond all without touching my phone.
I love Apple products even if they are a little more expensive in some areas but I love that for instance with the AirPods home they tie Effortlessly Into my phone my Mac and my iPad.
I absolutely hate when I am talking on the phone for more than a couple of minutes to have to hold the phone. Also I run a business and so I have to multitask sometimes someone calls and I need to be able to pick up a remote to navigate to something to check I may need to grab the computer etc. and having the ability to have both hands free to do something like that while still talking and not worrying about the AirPods falling out of my ear is worth more than the money that I paid for them by far and then all the other features that come with it are great.

So in the end I think that they are amazing and I’ve had it again a number of different Bluetooth headsets and they never fit right they fall out of my ear or the ones that took over my ears are always so uncomfortable after a short period of time that I never ended up using them I always ended up using my wired earbuds that come with my iPhone."
417,Ashley C.,Awesome!,4.0,"Overall very pleased with these AirPods! Thought they were a little expensive, but finally bit the bullet and bought them. No regrets! Especially useful when connecting to devices via Bluetooth and not having to be tethered with a cord. Only slight issue is occasionally the left earbud will cut out but all I have to do is take it out of my ear and then put it back in and the sound usually comes right back on. Sometimes I will put it back in the case for a minute and then it will work again as well. But this is just a minor glitch and I would still buy them again!"
418,Amazon Customer,Wasn’t even able to connect,1.0,"I received the headphones and of course, I immediately tried to connect them to my phone. However, it wouldn’t connect. The light showed up green when I opened the lid and the light turned white when I held onto the button but no flashing light or anything. It wouldn’t even show up as an unconnected device on my phone. I asked my sister for help who also owns AirPods and she noticed that the AirPods were made in Vietnam and hers were made in China. I don’t know if this had anything to do with it and if this was an indicator that I was ripped off but either way these iPods were not functioning correctly.

On top of that when I called the number provided for assistance the person talking to me gave me a lot of attitude and kept saying ""just connect it."" When clearly that's what I'm calling for."
419,Amazon Customer,Listen and enjoy,5.0,"Life in this coastal area became incredibly noisy this year of CV19, lots of new residents, lots of noise and discourteous behavior. Hard to take the daily onslaught of noise from these fools, until purchasing these AirPods. Ideally, people would be respectful of one another, but we know that to be a largely bygone trait. Now, instead of taking a drive or retreating indoors to get away from the racket, I just use the AirPods to both cancel and drown out the nonsense. Wish I'd thought of it sooner."
420,Mermaids and Monsters,LOVE with a capital L!,5.0,"Well, I think I love these for the reason everyone else does. No annoying wires, discreet if you have long hair 😊 sound is great and works seamlessly with your iPhone. I find myself listening to music far more than I did before and telephone conversations, on the go, are a breeze as well. I did have problem getting them delivered but I won’t go into it because Amazon made it right fairly quick. And just to let you know because I read all the questions and answers before purchasing, no Amazon is not lying to you these are the latest model AirPods ( gen 2 ) but without the wireless charging case. The case still holds extra charge but you will have to plug it in to charge. You can tell you have received the 2nd gen by turning on messages with Siri, only with 2 gen and some Beats headphones Siri can read you your text messages as they come in. Cheers!"
421,just_me,I see now what all the fuss is about,5.0,"I didn't originally want to spend the extra money for airpods, and had some other brand wireless bluetooth headphones. Those worked fine (until they stopped charging for no reason), but the airpods really do work so much better, especially if you have an iphone. Connecting them to the iphone takes seconds, you just hold the case next to your phone and open it. The sound quality is great. The automatic pausing when you take out one airpod is a great feature, and they have a pretty long range - I can leave my phone downstairs and still be connected. The battery life isn't the longest but they charge super quick so it's not a big deal. They're also really comfortable, I have weirdly small ears and I can wear these for hours without any pain or irritation."
422,Tanisha hunter,Amazing buy,5.0,"Ok soooo I had some previous air pods that were a gift from two years ago and they were OK, but I decided to get a new pair of AirPods. Reading the reviews I was SUPER skeptical because I didn’t want to spend my money and get a horrible pair of AirPods only to have to return them. These AirPods are AMAZINGGGGG. The sound quality on these AirPods are WAYY better than the AirPods that I have had for two years. The base in these AirPods are better (pshhh who am I kidding my other AirPods didn’t have base like these do HONESTLY 🥴) the sound quality is better. They look exactly the same as my previous pair of AirPods but sound wise it’s a huge upgrade and I’m so happy with my purchase."
423,AgentV,Mehh,3.0,"Overrated IMO. Sound quality is great, and obviously the novelty of how low profile they are is the best feature. However, the pairing technology/functionality is atrocious. Forget about using them on a Windows computer with bluetooth. Jumbles and crosses wires with everything in the system. Readjusts your mic settings, turns your volume up and down. Total mess.

And the worst part:
Randomly turns your volume to literal max on your phone when they automatically reconnect. Can really f*** the rest of your day up and piss you off (at least for me)."
424,Maria Bartz,No going back!,5.0,"Someone told me that buying airpods was like buying an ipod.....once you had that ipod, there was no going back to a CD player! It's the same thing.....once you have the airpods, there's no going back to headphones with a cord!

If you are delaying, just BUY THEM. Of all the new tech items I have bought (apple watch, google home, etc.), this is the one that I can say with absolute certainty that is essential.

It's a godsend when I'm walking my dog, talking to people while doing other things like folding laundry, or just being able to listen to my podcasts/music while doing chores.

Do it!"
425,MikeD,Who needs gee whiz,2.0,"When I read the other reviews, I see a lot of credence given to the “gee whiz” factor of the new chip, double tap, “Hey Siri”, etc. But let’s be honest, what is important? Sound quality, microphone quality, noise cancellation, and ease of use (pairing, connecting, etc.)

Sound quality, I give them a VERY generous 2 out of 5. There is NO bass, little treble, so I’m left with a tinny sound with no warmth. It’s terrible, and I’ve had better sound from $10 ear buds. On the other hand, on phone calls and Skype calls via PC, the sound is loud and clear, just staccato.

Microphone quality/noise cancellation: Leaving messages for myself, if there is any noise cancellation I can’t hear it. I hear ALL the background noise just as well as I hear myself. Other people seem to hear me loudly, but not necessarily clearly.

Oh gee, I can pair by holding the open case close to my device. Big whoop. If my PC is currently using my desktop speakers, I have to go to the Bluetooth controls and connect the already paired AirPods. That’s ridiculous. All my other Bluetooth headsets are automatically included in the audio output selections once they are paired. Why should I have to go to Bluetooth settings to “connect” AirPods when they’ve already paired? This is TERRIBLE.

All in all, had I known what I was getting, i would have purchased something else. As it is, I don’t want to put another $150 to $300 into another set of Bluetooth buds. But I’m listening to music as I write this, and it’s terrible. Maybe others like the sound, but when a bass guitar hitting a low C or low G comes out sounding like a drum, it’s not good."
426,Roordaboy,"Good product, but the loudness is not noteworthy for me personally",3.0,"Pros: Voice activated with Siri (awesome feature); secure compact charging case; Very good bass; Very good sound quality; Battery life seems good, they were at about 70% when I received them.

Cons: Volume is not noteworthy (though the sound quality is very good); though it's on par with other quality ear buds that i've tried. I can hear outside noise;
Although you can play and skip songs via touching the ear buds while they're in your ears, you can't adjust the volume by sliding your finger along the earbuds, which is a feature that I can do with my current tic pods.

Conclusion: These are not worth $150. My current Tic-Pods that I paid [overpaid] $129 for are equal quality and equal volume. In fairness, i'm not pleased with the volume level of my current Tic Pods, but I was hoping that these AirPods would surpass them in volume level, but they did not."
427,Tysand,"Great headphones, but wish I bought the AirPod Pro...",4.0,"I finally convinced myself to buy a pair of AirPods. First off after buying these I wish I would have went ahead and bought the AirPod Pro for the active noise cancellation and sweat and water resistance, but other than that I am very satisfied with these headphones. I’ve had $30-$40 pairs of true wireless headphones and honestly these don’t sound much better, but other pairs I have purchased always had issues with connecting and dropping out and also never lasted more than 6 months for me. With AirPods, connecting is so seamless and simple and the quality and feel of the headphones are so great, it’s just another level of experience with these headphones. I’m very satisfied with my AirPods. I gave 4 stars for the sound quality because for me the price for the sound quality was just too high when I compare them to my $30 true wireless headphones from Soundpeats which sound great for me. I usually only wear headphones at the gym (but I might start wearing them more now) so again I wish I would’ve gone ahead and went for the AirPod Pro for another $100 for the active noise cancellation and sweat resistance, but for now I’m satisfied with these AirPods. I haven’t owned these for long, so I’ll see how long they last me and how they do over time."
428,Switch,Pre-named with an insult? Really?,5.0,"Definitely genuine Apple product, and they came in sealed Apple packaging. But I was dismayed that they came already named.
I was further upset that they were named:”stupid’s AirPods”.
Ok, yeah, perhaps I am in fact stupid... but still, how did they know that?🤣
Anyhow, they work well.
Although, this will likely be the last time I buy an Apple product from amazon."
429,NancyC,Returned for the Pro series,5.0,As soon as I opened these I knew I had made a mistake and returned them for the AirPods Pro for the following reasons - if you have small ears these will not fit as well as the Pro because of the way they sit in your ears and secondly if you have any type of hearing impairment the Pros are better because they fit deeper into the ear canal which delivers much better sound quality (my husband has the Pro so I was able to try his). Like all Apple’s products these are of the highest quality as is Amazon’s customer service.
430,Rosalia Milone,Life changing,5.0,"Well, I was late on the purchase of these because I didn't want yet another piece of electronics to keep up with and charge! Yet, now I am here to tell you that these are an amazing, and well pretty much life changing. No more having to untangle the headset cords, or only being able to charge your iPhone while listening to a podcast or music; or slamming them in the car door (yes, I managed to do this while on the Vineyard for vacation) and all but destroying them. The charge lasts pretty much a full day."
431,Cass,Many great features,4.0,"I love these earbuds and never leave home without them! The wireless connectivity is great and the range is much larger than I initially thought. 4 stars for battery because I can tell that the battery is getting worse now that I have had them for a few months. I am very hard on my headphones but they still do hold up and there is no cord to get tangled! The sound quality is great as well as noise cancellation, though they do not hold up when compared to my Bose on ear wireless headphones, which is to be expected. I have struggled to get the controls to work (like tapping to pause) but I suspect that is user error. The mic is decent, though it could be better. It is super helpful to have these headphones connected to my Apple Watch and iPhone. I highly recommend them for daily use."
432,MelH,Perfect until they weren't!,5.0,"Can't say I have ever bought a more perfect item. The case is small and white so easy to find in my crowded purse or on my crowded desk. The phones pair easily, are quick to put on and the sound is awesome. No cables dangling around makes them perfect. I watch movies on airplanes, using my ipad or cell phone without bothering my seat mates.

Not quite 3 months later they stopped worklng. i went to the great Apple Support site and learned how to reset them. That lasted an hour and now they are dead again. I'll be back here IF I can get them permanently fixed. i miss them soooo much!"
433,SK,Love AirPods,5.0,"This is my second pair of airpods. I absolutely love these things. I think these ones are better than the pros if you want to be able to wear them but still have a concept of what is going on around you. I use these all the time for phone calls, and people say that I am heard perfectly. It makes hand free talking extremely easy. I wear them for school work, and for music as well. I am extremely
pleased with the sound quality on these little guys as well. If you are looking for someone completely noise cancelling, get the pros. But I think these hold a lot of value in not being as noise cancelling because you can wear them in public and still know what is going on around you for safety."
434,Gem,"Good AirPods, BUT...",4.0,"These Apple AirPods sound great on all devises. They sound good on phone calls also. I'm returning because I received the 2nd Generation (Newest Upgrade) AirPods, but the case was 1st Generation. The 1st generation has the charging light on the inside cover. The 2nd generation case has a charging light on the outside of the case. The 2nd generation, which is the Newest Upgrade version also has a different/better chip in the case. It's suppose to charge better and longer. Amazon told me to contact Apple. I was told by Apple that Amazon isn't an Authorized seller of Apple products, (including Apple AirPods). Apple informed me to return the AirPods to Amazon. I was extremely happy with the sound, fit and quality of these AirPods. The package arrived the same day I ordered them. The package was in excellent, sealed condition."
435,adrian b,I look cool,5.0,"Now when I talk to myself people can see that I have these things in my ear and think oh he’s talking to someone on the phone… yeah sure, that’s what I’m doing…….. ;)"
436,jAmazon,"Are these from Apple or Amazon, new or used or refurbished? Is the warranty good?",1.0,"Before buying, I called to confirm these were new and from Apple, and Amazon said yes.

After deliver and setup, Apple said they were purchased two months ago, based on the serial number. This would reduce my warranty period.

Now I call Amazon, and they claim they're still new, but say I bought from them instead of Amazon two months ago. I feel cheated. Is the warranty still any good? Are they actually new, or was that a lie too?"
437,D. Cleaveland,Grandson is happy with the AirPods,5.0,"These were purchased for my grandson. He likes them very much and I purchased the case for him to store them in for protection and safety. He can clip them to his pant loop and go and know they are protected and safe.

My only concern is the music he chooses. I pray he is listening to music that will edify and not influence him for wrong. Music is powerful and has a great influence over all of us. So much out there today I wouldn't want anyone to expose themselves to, but being a grand mother, it is not my responsibility to govern his ears and heart, but I pray for him. Yes, I bought the AirPods. He is going to listen regardless of how he listens. Just hoping his heart is right and he will listen to music that edifies his spirit. We should always remember Shadrack, Mechach and Abednigo. When they heard the music they were to bow to the image. Just sayin. The AirPods are nice. I would recommend them."
438,Michael,Great Sound and Exceptional Quality.,5.0,"I ordered the Apple AirPods during the Black Friday sale. Got a great price. Got the package the following Wednesday. They arrived wrapped in the factory plastic. I opened the box and everything was there. It came with the chargeable case with a pair of AirPods. Also a Lightning to USB cable for charging, as well as all of the printed materials.

They paired very easily with my iPhone XR. They are super easy to use and the sound is superb. I highly recommend these if you want a great pair of ear buds. Obviously, they aren’t gonna work well while cutting the grass due to the noise. However, if you want a quality set of ear buds, these are the ones.

I want to add, these are the latest (2nd Generation) Apple AirPods. I did check on the AirPods themselves and the model is A2032. I just wanted to add that last little bit in case someone questions whether these indeed are the latest model available."
439,Lenten Rose,Best for Apple users,4.0,"I have tried 4 different types of wireless earbuds, and the Apple Air-Pods work the best with Apple products with seamless paring and moving back and forth between Apple devices. They are uncomfortable but the sound is good. The main thing I don't like is that I do not get 4 hours in one use. That is the only reason that I liked some of the other earbuds...long battery life. My son has the gen 1 for at least two years, and there have been no problems with them. Other brands give out and start having problems after a few months...if not sooner. There are things that I don't like about the air-pods, but overall, they are the best air-pods for your Apple products."
